Reference area,Unit of measure,ISO,ISO.1,TIME_PERIOD,OBS_VALUE
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2005,14.244442
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2006,15.214841
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2007,13.643921
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2008,13.3204
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2009,14.106471
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2010,13.164913
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2011,13.762856
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2012,12.599144
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2013,12.360271
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2014,10.545852
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2015,11.632177
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2016,10.580653
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2017,9.8603439
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2018,10.080806
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2019,9.3888388
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2020,9.0037766
Sweden,Microgrammes per cubic metre,SWE,Sweden,2000,9.7142344
Sweden,Microgrammes per cubic metre,SWE,Sweden,2001,8.1505518
Sweden,Microgrammes per cubic metre,SWE,Sweden,2002,8.5319881
Sweden,Microgrammes per cubic metre,SWE,Sweden,2003,9.4490433
Sweden,Microgrammes per cubic metre,SWE,Sweden,2004,8.0716066
Sweden,Microgrammes per cubic metre,SWE,Sweden,2005,8.4429989
Sweden,Microgrammes per cubic metre,SWE,Sweden,2006,9.395421
Sweden,Microgrammes per cubic metre,SWE,Sweden,2007,8.2327194
Sweden,Microgrammes per cubic metre,SWE,Sweden,2008,7.59196
Sweden,Microgrammes per cubic metre,SWE,Sweden,2009,7.6809807
Sweden,Microgrammes per cubic metre,SWE,Sweden,2010,7.836596
Sweden,Microgrammes per cubic metre,SWE,Sweden,2011,7.9245744
Sweden,Microgrammes per cubic metre,SWE,Sweden,2012,6.6226854
Sweden,Microgrammes per cubic metre,SWE,Sweden,2013,6.5700912
Sweden,Microgrammes per cubic metre,SWE,Sweden,2014,6.7738671
Sweden,Microgrammes per cubic metre,SWE,Sweden,2015,6.3113956
Sweden,Microgrammes per cubic metre,SWE,Sweden,2016,5.7032928
Sweden,Microgrammes per cubic metre,SWE,Sweden,2017,6.0692015
Sweden,Microgrammes per cubic metre,SWE,Sweden,2018,6.293745
Sweden,Microgrammes per cubic metre,SWE,Sweden,2019,6.0632319
Sweden,Microgrammes per cubic metre,SWE,Sweden,2020,5.6393833
France,Microgrammes per cubic metre,FRA,France,2000,15.760739
France,Microgrammes per cubic metre,FRA,France,2001,15.149137
France,Microgrammes per cubic metre,FRA,France,2002,14.780964
France,Microgrammes per cubic metre,FRA,France,2003,16.420364
France,Microgrammes per cubic metre,FRA,France,2004,14.243911
France,Microgrammes per cubic metre,FRA,France,2005,14.573134
France,Microgrammes per cubic metre,FRA,France,2006,15.376245
France,Microgrammes per cubic metre,FRA,France,2007,14.615277
France,Microgrammes per cubic metre,FRA,France,2008,13.409128
France,Microgrammes per cubic metre,FRA,France,2009,13.769836
France,Microgrammes per cubic metre,FRA,France,2010,13.470218
France,Microgrammes per cubic metre,FRA,France,2011,13.484135
France,Microgrammes per cubic metre,FRA,France,2012,12.303113
France,Microgrammes per cubic metre,FRA,France,2013,12.202507
France,Microgrammes per cubic metre,FRA,France,2014,10.518289
France,Microgrammes per cubic metre,FRA,France,2015,11.159502
France,Microgrammes per cubic metre,FRA,France,2016,10.367977
France,Microgrammes per cubic metre,FRA,France,2017,10.330332
France,Microgrammes per cubic metre,FRA,France,2018,10.3385
France,Microgrammes per cubic metre,FRA,France,2019,9.7153521
France,Microgrammes per cubic metre,FRA,France,2020,9.4923286
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2000,62.653103
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2001,63.546139
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2002,63.491806
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2003,62.66745
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2004,61.412674
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2005,61.402538
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2006,63.368698
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2007,62.40184
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2008,61.529549
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2009,62.424118
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2010,48.31625
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2011,60.114639
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2012,68.925827
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2013,71.168884
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2014,74.761009
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2015,71.365372
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2016,70.538994
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2017,63.976608
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2018,65.197624
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2019,56.611313
Afghanistan,Microgrammes per cubic metre,AFG,Afghanistan,2020,44.718567
Italy,Microgrammes per cubic metre,ITA,Italy,2000,25.459562
Italy,Microgrammes per cubic metre,ITA,Italy,2001,22.048845
Italy,Microgrammes per cubic metre,ITA,Italy,2002,23.247736
Italy,Microgrammes per cubic metre,ITA,Italy,2003,24.729612
Italy,Microgrammes per cubic metre,ITA,Italy,2004,22.085169
Italy,Microgrammes per cubic metre,ITA,Italy,2005,22.647787
Italy,Microgrammes per cubic metre,ITA,Italy,2006,22.757139
Italy,Microgrammes per cubic metre,ITA,Italy,2007,21.53405
Italy,Microgrammes per cubic metre,ITA,Italy,2008,20.219179
Italy,Microgrammes per cubic metre,ITA,Italy,2009,20.523945
Italy,Microgrammes per cubic metre,ITA,Italy,2010,19.572826
Italy,Microgrammes per cubic metre,ITA,Italy,2011,20.701355
Italy,Microgrammes per cubic metre,ITA,Italy,2012,18.220394
Italy,Microgrammes per cubic metre,ITA,Italy,2013,17.529303
Italy,Microgrammes per cubic metre,ITA,Italy,2014,16.428864
Italy,Microgrammes per cubic metre,ITA,Italy,2015,17.270014
Italy,Microgrammes per cubic metre,ITA,Italy,2016,15.288149
Italy,Microgrammes per cubic metre,ITA,Italy,2017,15.555759
Italy,Microgrammes per cubic metre,ITA,Italy,2018,15.920136
Italy,Microgrammes per cubic metre,ITA,Italy,2019,14.534789
Italy,Microgrammes per cubic metre,ITA,Italy,2020,14.307714
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2000,17.962603
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2001,16.987692
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2002,19.080366
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2003,16.566683
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2004,14.353743
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2005,14.40588
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2006,14.192178
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2007,12.984793
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2008,12.326179
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2009,12.533253
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2010,13.841798
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2011,12.323232
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2012,12.37682
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2013,12.424994
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2014,12.784486
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2015,11.328636
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2016,10.263199
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2017,9.8316193
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2018,11.110213
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2019,10.284086
Lithuania,Microgrammes per cubic metre,LTU,Lithuania,2020,9.2284288
Philippines,Microgrammes per cubic metre,PHL,Philippines,2000,29.643867
Philippines,Microgrammes per cubic metre,PHL,Philippines,2001,26.391075
Philippines,Microgrammes per cubic metre,PHL,Philippines,2002,27.095861
Philippines,Microgrammes per cubic metre,PHL,Philippines,2003,27.776054
Philippines,Microgrammes per cubic metre,PHL,Philippines,2004,28.697676
Philippines,Microgrammes per cubic metre,PHL,Philippines,2005,28.566551
Philippines,Microgrammes per cubic metre,PHL,Philippines,2006,28.859863
Philippines,Microgrammes per cubic metre,PHL,Philippines,2007,28.193193
Philippines,Microgrammes per cubic metre,PHL,Philippines,2008,27.901974
Philippines,Microgrammes per cubic metre,PHL,Philippines,2009,26.564566
Philippines,Microgrammes per cubic metre,PHL,Philippines,2010,22.234087
Philippines,Microgrammes per cubic metre,PHL,Philippines,2011,19.601099
Philippines,Microgrammes per cubic metre,PHL,Philippines,2012,21.087196
Philippines,Microgrammes per cubic metre,PHL,Philippines,2013,22.041203
Philippines,Microgrammes per cubic metre,PHL,Philippines,2014,19.726278
Philippines,Microgrammes per cubic metre,PHL,Philippines,2015,19.176201
Philippines,Microgrammes per cubic metre,PHL,Philippines,2016,19.242165
Philippines,Microgrammes per cubic metre,PHL,Philippines,2017,17.774464
Philippines,Microgrammes per cubic metre,PHL,Philippines,2018,19.907881
Philippines,Microgrammes per cubic metre,PHL,Philippines,2019,20.840086
Philippines,Microgrammes per cubic metre,PHL,Philippines,2020,19.638594
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2000,14.227773
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2001,13.628983
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2002,13.680865
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2003,14.96069
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2004,13.288379
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2005,13.510913
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2006,14.164286
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2007,13.089821
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2008,12.343103
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2009,12.410603
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2010,12.996679
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2011,12.695189
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2012,11.359637
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2013,11.69945
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2014,9.9786053
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2015,10.378231
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2016,9.6018362
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2017,9.5908556
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2018,9.2892408
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2019,8.4700317
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2020,8.6708956
Greece,Microgrammes per cubic metre,GRC,Greece,2000,23.953382
Greece,Microgrammes per cubic metre,GRC,Greece,2001,22.293045
Greece,Microgrammes per cubic metre,GRC,Greece,2002,23.069351
Greece,Microgrammes per cubic metre,GRC,Greece,2003,24.297155
Greece,Microgrammes per cubic metre,GRC,Greece,2004,21.35017
Greece,Microgrammes per cubic metre,GRC,Greece,2005,22.11215
Greece,Microgrammes per cubic metre,GRC,Greece,2006,22.807699
Greece,Microgrammes per cubic metre,GRC,Greece,2007,22.063066
Greece,Microgrammes per cubic metre,GRC,Greece,2008,21.313934
Greece,Microgrammes per cubic metre,GRC,Greece,2009,20.508415
Greece,Microgrammes per cubic metre,GRC,Greece,2010,19.959412
Greece,Microgrammes per cubic metre,GRC,Greece,2011,20.99859
Greece,Microgrammes per cubic metre,GRC,Greece,2012,18.490511
Greece,Microgrammes per cubic metre,GRC,Greece,2013,17.66991
Greece,Microgrammes per cubic metre,GRC,Greece,2014,16.582581
Greece,Microgrammes per cubic metre,GRC,Greece,2015,16.990938
Greece,Microgrammes per cubic metre,GRC,Greece,2016,15.531213
Greece,Microgrammes per cubic metre,GRC,Greece,2017,15.426646
Greece,Microgrammes per cubic metre,GRC,Greece,2018,15.352636
Greece,Microgrammes per cubic metre,GRC,Greece,2019,14.72214
Greece,Microgrammes per cubic metre,GRC,Greece,2020,14.183685
Kyrgyzstan,Microgrammes per cubic metre,KGZ,Kyrgyzstan,2000,21.40624
Kyrgyzstan,Microgrammes per cubic metre,KGZ,Kyrgyzstan,2001,20.897068
Kyrgyzstan,Microgrammes per cubic metre,KGZ,Kyrgyzstan,2002,21.750565
Kyrgyzstan,Microgrammes per cubic metre,KGZ,Kyrgyzstan,2003,20.802477
Kyrgyzstan,Microgrammes per cubic metre,KGZ,Kyrgyzstan,2004,20.910229
Kyrgyzstan,Microgrammes per cubic metre,KGZ,Kyrgyzstan,2005,21.159714
Kyrgyzstan,Microgrammes per cubic metre,KGZ,Kyrgyzstan,2006,21.930275
