Reference area,Unit of measure,ISO,ISO.1,TIME_PERIOD,OBS_VALUE
Romania,Microgrammes per cubic metre,ROU,Romania,2002,22.933403
Romania,Microgrammes per cubic metre,ROU,Romania,2003,23.693399
Romania,Microgrammes per cubic metre,ROU,Romania,2004,20.834412
Romania,Microgrammes per cubic metre,ROU,Romania,2005,21.256281
Romania,Microgrammes per cubic metre,ROU,Romania,2006,22.428963
Romania,Microgrammes per cubic metre,ROU,Romania,2007,18.150169
Romania,Microgrammes per cubic metre,ROU,Romania,2008,18.306835
Romania,Microgrammes per cubic metre,ROU,Romania,2009,18.965755
Romania,Microgrammes per cubic metre,ROU,Romania,2010,19.841703
Romania,Microgrammes per cubic metre,ROU,Romania,2011,21.163422
Romania,Microgrammes per cubic metre,ROU,Romania,2012,19.239298
Romania,Microgrammes per cubic metre,ROU,Romania,2013,17.695145
Romania,Microgrammes per cubic metre,ROU,Romania,2014,17.777607
Romania,Microgrammes per cubic metre,ROU,Romania,2015,17.248091
Romania,Microgrammes per cubic metre,ROU,Romania,2016,16.274317
Romania,Microgrammes per cubic metre,ROU,Romania,2017,16.520609
Romania,Microgrammes per cubic metre,ROU,Romania,2018,16.644537
Romania,Microgrammes per cubic metre,ROU,Romania,2019,14.244777
Romania,Microgrammes per cubic metre,ROU,Romania,2020,13.846867
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2000,18.986067
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2001,17.203453
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2002,17.869263
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2003,19.458572
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2004,17.500612
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2005,17.196726
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2006,18.089006
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2007,16.795332
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2008,15.851406
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2009,15.554151
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2010,16.158777
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2011,16.023682
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2012,14.239622
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2013,13.188613
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2014,12.508582
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2015,13.01418
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2016,11.856057
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2017,12.601599
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2018,11.969357
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2019,11.267597
Netherlands,Microgrammes per cubic metre,NLD,Netherlands,2020,10.791946
Czechia,Microgrammes per cubic metre,CZE,Czechia,2000,20.368401
Czechia,Microgrammes per cubic metre,CZE,Czechia,2001,21.028357
Czechia,Microgrammes per cubic metre,CZE,Czechia,2002,23.332731
Czechia,Microgrammes per cubic metre,CZE,Czechia,2003,24.202503
Czechia,Microgrammes per cubic metre,CZE,Czechia,2004,20.872147
Czechia,Microgrammes per cubic metre,CZE,Czechia,2005,22.223375
Czechia,Microgrammes per cubic metre,CZE,Czechia,2006,23.165138
Czechia,Microgrammes per cubic metre,CZE,Czechia,2007,18.408434
Czechia,Microgrammes per cubic metre,CZE,Czechia,2008,18.250439
Czechia,Microgrammes per cubic metre,CZE,Czechia,2009,19.269655
Czechia,Microgrammes per cubic metre,CZE,Czechia,2010,20.810965
Czechia,Microgrammes per cubic metre,CZE,Czechia,2011,20.920153
Czechia,Microgrammes per cubic metre,CZE,Czechia,2012,19.200016
Czechia,Microgrammes per cubic metre,CZE,Czechia,2013,18.846422
Czechia,Microgrammes per cubic metre,CZE,Czechia,2014,18.285826
Czechia,Microgrammes per cubic metre,CZE,Czechia,2015,17.750668
Czechia,Microgrammes per cubic metre,CZE,Czechia,2016,16.930639
Czechia,Microgrammes per cubic metre,CZE,Czechia,2017,16.889229
Czechia,Microgrammes per cubic metre,CZE,Czechia,2018,17.296045
Czechia,Microgrammes per cubic metre,CZE,Czechia,2019,14.200588
Czechia,Microgrammes per cubic metre,CZE,Czechia,2020,14.069143
Singapore,Microgrammes per cubic metre,SGP,Singapore,2000,20.918934
Singapore,Microgrammes per cubic metre,SGP,Singapore,2001,19.805176
Singapore,Microgrammes per cubic metre,SGP,Singapore,2002,19.184673
Singapore,Microgrammes per cubic metre,SGP,Singapore,2003,17.054548
Singapore,Microgrammes per cubic metre,SGP,Singapore,2004,17.113317
Singapore,Microgrammes per cubic metre,SGP,Singapore,2005,17.650917
Singapore,Microgrammes per cubic metre,SGP,Singapore,2006,20.154758
Singapore,Microgrammes per cubic metre,SGP,Singapore,2007,17.921328
Singapore,Microgrammes per cubic metre,SGP,Singapore,2008,17.36455
Singapore,Microgrammes per cubic metre,SGP,Singapore,2009,17.237045
Singapore,Microgrammes per cubic metre,SGP,Singapore,2010,14.929986
Singapore,Microgrammes per cubic metre,SGP,Singapore,2011,15.918245
Singapore,Microgrammes per cubic metre,SGP,Singapore,2012,17.634378
Singapore,Microgrammes per cubic metre,SGP,Singapore,2013,18.903347
Singapore,Microgrammes per cubic metre,SGP,Singapore,2014,17.526794
Singapore,Microgrammes per cubic metre,SGP,Singapore,2015,17.59045
Singapore,Microgrammes per cubic metre,SGP,Singapore,2016,16.333282
Singapore,Microgrammes per cubic metre,SGP,Singapore,2017,16.265381
Singapore,Microgrammes per cubic metre,SGP,Singapore,2018,16.361494
Singapore,Microgrammes per cubic metre,SGP,Singapore,2019,17.477034
Singapore,Microgrammes per cubic metre,SGP,Singapore,2020,14.107163
Austria,Microgrammes per cubic metre,AUT,Austria,2000,19.090111
Austria,Microgrammes per cubic metre,AUT,Austria,2001,18.018614
Austria,Microgrammes per cubic metre,AUT,Austria,2002,18.449247
Austria,Microgrammes per cubic metre,AUT,Austria,2003,18.959251
Austria,Microgrammes per cubic metre,AUT,Austria,2004,16.606426
Austria,Microgrammes per cubic metre,AUT,Austria,2005,18.123137
Austria,Microgrammes per cubic metre,AUT,Austria,2006,18.548588
Austria,Microgrammes per cubic metre,AUT,Austria,2007,16.037491
Austria,Microgrammes per cubic metre,AUT,Austria,2008,15.18939
Austria,Microgrammes per cubic metre,AUT,Austria,2009,16.472193
Austria,Microgrammes per cubic metre,AUT,Austria,2010,15.910905
Austria,Microgrammes per cubic metre,AUT,Austria,2011,16.298132
Austria,Microgrammes per cubic metre,AUT,Austria,2012,14.64968
Austria,Microgrammes per cubic metre,AUT,Austria,2013,14.587618
Austria,Microgrammes per cubic metre,AUT,Austria,2014,12.891913
Austria,Microgrammes per cubic metre,AUT,Austria,2015,13.534112
Austria,Microgrammes per cubic metre,AUT,Austria,2016,12.466948
Austria,Microgrammes per cubic metre,AUT,Austria,2017,12.098642
Austria,Microgrammes per cubic metre,AUT,Austria,2018,12.535553
Austria,Microgrammes per cubic metre,AUT,Austria,2019,11.42389
Austria,Microgrammes per cubic metre,AUT,Austria,2020,10.891673
Iceland,Microgrammes per cubic metre,ISL,Iceland,2000,8.0424719
Iceland,Microgrammes per cubic metre,ISL,Iceland,2001,7.6372933
Iceland,Microgrammes per cubic metre,ISL,Iceland,2002,8.1317291
Iceland,Microgrammes per cubic metre,ISL,Iceland,2003,8.5806055
Iceland,Microgrammes per cubic metre,ISL,Iceland,2004,8.0008583
Iceland,Microgrammes per cubic metre,ISL,Iceland,2005,7.7163033
Iceland,Microgrammes per cubic metre,ISL,Iceland,2006,7.8944979
Iceland,Microgrammes per cubic metre,ISL,Iceland,2007,7.5398741
Iceland,Microgrammes per cubic metre,ISL,Iceland,2008,7.4087033
Iceland,Microgrammes per cubic metre,ISL,Iceland,2009,7.3644738
Iceland,Microgrammes per cubic metre,ISL,Iceland,2010,7.0401425
Iceland,Microgrammes per cubic metre,ISL,Iceland,2011,7.2341089
Iceland,Microgrammes per cubic metre,ISL,Iceland,2012,6.599865
Iceland,Microgrammes per cubic metre,ISL,Iceland,2013,6.4511833
Iceland,Microgrammes per cubic metre,ISL,Iceland,2014,6.2463183
Iceland,Microgrammes per cubic metre,ISL,Iceland,2015,6.1781087
Iceland,Microgrammes per cubic metre,ISL,Iceland,2016,5.6931458
Iceland,Microgrammes per cubic metre,ISL,Iceland,2017,6.3128695
Iceland,Microgrammes per cubic metre,ISL,Iceland,2018,5.9987512
Iceland,Microgrammes per cubic metre,ISL,Iceland,2019,5.9473114
Iceland,Microgrammes per cubic metre,ISL,Iceland,2020,5.4774613
Finland,Microgrammes per cubic metre,FIN,Finland,2000,8.0955582
Finland,Microgrammes per cubic metre,FIN,Finland,2001,7.4721761
Finland,Microgrammes per cubic metre,FIN,Finland,2002,7.4936576
Finland,Microgrammes per cubic metre,FIN,Finland,2003,8.0349703
Finland,Microgrammes per cubic metre,FIN,Finland,2004,7.2770276
Finland,Microgrammes per cubic metre,FIN,Finland,2005,7.5991783
Finland,Microgrammes per cubic metre,FIN,Finland,2006,8.387538
Finland,Microgrammes per cubic metre,FIN,Finland,2007,7.2440443
Finland,Microgrammes per cubic metre,FIN,Finland,2008,6.8855443
Finland,Microgrammes per cubic metre,FIN,Finland,2009,6.925355
Finland,Microgrammes per cubic metre,FIN,Finland,2010,7.0266857
Finland,Microgrammes per cubic metre,FIN,Finland,2011,6.9169788
Finland,Microgrammes per cubic metre,FIN,Finland,2012,6.2644653
Finland,Microgrammes per cubic metre,FIN,Finland,2013,5.8905883
Finland,Microgrammes per cubic metre,FIN,Finland,2014,6.1525612
Finland,Microgrammes per cubic metre,FIN,Finland,2015,5.6524239
Finland,Microgrammes per cubic metre,FIN,Finland,2016,5.3010564
Finland,Microgrammes per cubic metre,FIN,Finland,2017,5.1545777
Finland,Microgrammes per cubic metre,FIN,Finland,2018,5.5220156
Finland,Microgrammes per cubic metre,FIN,Finland,2019,5.4031792
Finland,Microgrammes per cubic metre,FIN,Finland,2020,4.9185519
Georgia,Microgrammes per cubic metre,GEO,Georgia,2000,14.796465
Georgia,Microgrammes per cubic metre,GEO,Georgia,2001,15.014999
Georgia,Microgrammes per cubic metre,GEO,Georgia,2002,14.627038
Georgia,Microgrammes per cubic metre,GEO,Georgia,2003,14.479861
Georgia,Microgrammes per cubic metre,GEO,Georgia,2004,14.535511
Georgia,Microgrammes per cubic metre,GEO,Georgia,2005,14.698708
Georgia,Microgrammes per cubic metre,GEO,Georgia,2006,14.77411
Georgia,Microgrammes per cubic metre,GEO,Georgia,2007,14.954059
Georgia,Microgrammes per cubic metre,GEO,Georgia,2008,15.35446
Georgia,Microgrammes per cubic metre,GEO,Georgia,2009,16.471281
Georgia,Microgrammes per cubic metre,GEO,Georgia,2010,17.985844
Georgia,Microgrammes per cubic metre,GEO,Georgia,2011,21.575598
Georgia,Microgrammes per cubic metre,GEO,Georgia,2012,22.516113
Georgia,Microgrammes per cubic metre,GEO,Georgia,2013,21.690659
Georgia,Microgrammes per cubic metre,GEO,Georgia,2014,20.436377
Georgia,Microgrammes per cubic metre,GEO,Georgia,2015,19.838682
Georgia,Microgrammes per cubic metre,GEO,Georgia,2016,18.773731
Georgia,Microgrammes per cubic metre,GEO,Georgia,2017,17.896523
Georgia,Microgrammes per cubic metre,GEO,Georgia,2018,17.734781
Georgia,Microgrammes per cubic metre,GEO,Georgia,2019,16.861702
Georgia,Microgrammes per cubic metre,GEO,Georgia,2020,16.209276
Germany,Microgrammes per cubic metre,DEU,Germany,2000,18.141811
Germany,Microgrammes per cubic metre,DEU,Germany,2001,17.057407
Germany,Microgrammes per cubic metre,DEU,Germany,2002,17.686348
Germany,Microgrammes per cubic metre,DEU,Germany,2003,18.365938
Germany,Microgrammes per cubic metre,DEU,Germany,2004,16.224003
Germany,Microgrammes per cubic metre,DEU,Germany,2005,16.551573
Germany,Microgrammes per cubic metre,DEU,Germany,2006,17.354948
Germany,Microgrammes per cubic metre,DEU,Germany,2007,16.017284
Germany,Microgrammes per cubic metre,DEU,Germany,2008,15.109551
Germany,Microgrammes per cubic metre,DEU,Germany,2009,15.222828
Germany,Microgrammes per cubic metre,DEU,Germany,2010,16.184088
Germany,Microgrammes per cubic metre,DEU,Germany,2011,15.706399
Germany,Microgrammes per cubic metre,DEU,Germany,2012,13.895885
Germany,Microgrammes per cubic metre,DEU,Germany,2013,13.650115
Germany,Microgrammes per cubic metre,DEU,Germany,2014,12.276424
Germany,Microgrammes per cubic metre,DEU,Germany,2015,12.816268
Germany,Microgrammes per cubic metre,DEU,Germany,2016,11.777977
Germany,Microgrammes per cubic metre,DEU,Germany,2017,11.903048
Germany,Microgrammes per cubic metre,DEU,Germany,2018,11.660401
Germany,Microgrammes per cubic metre,DEU,Germany,2019,10.652008
Germany,Microgrammes per cubic metre,DEU,Germany,2020,10.297719
Croatia,Microgrammes per cubic metre,HRV,Croatia,2000,22.200762
Croatia,Microgrammes per cubic metre,HRV,Croatia,2001,21.959948
Croatia,Microgrammes per cubic metre,HRV,Croatia,2002,25.227291
Croatia,Microgrammes per cubic metre,HRV,Croatia,2003,26.881195
Croatia,Microgrammes per cubic metre,HRV,Croatia,2004,23.092865
Croatia,Microgrammes per cubic metre,HRV,Croatia,2005,24.292978
Croatia,Microgrammes per cubic metre,HRV,Croatia,2006,25.503483
Croatia,Microgrammes per cubic metre,HRV,Croatia,2007,20.230894
Croatia,Microgrammes per cubic metre,HRV,Croatia,2008,20.109699
Croatia,Microgrammes per cubic metre,HRV,Croatia,2009,20.942953
Croatia,Microgrammes per cubic metre,HRV,Croatia,2010,21.132315
Croatia,Microgrammes per cubic metre,HRV,Croatia,2011,23.153902
Croatia,Microgrammes per cubic metre,HRV,Croatia,2012,20.510099
Croatia,Microgrammes per cubic metre,HRV,Croatia,2013,19.859007
Croatia,Microgrammes per cubic metre,HRV,Croatia,2014,19.464031
Croatia,Microgrammes per cubic metre,HRV,Croatia,2015,19.776176
Croatia,Microgrammes per cubic metre,HRV,Croatia,2016,17.856441
Croatia,Microgrammes per cubic metre,HRV,Croatia,2017,18.402809
Croatia,Microgrammes per cubic metre,HRV,Croatia,2018,19.605524
Croatia,Microgrammes per cubic metre,HRV,Croatia,2019,15.624517
Croatia,Microgrammes per cubic metre,HRV,Croatia,2020,15.821799
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2000,7.2264495
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2001,7.529356
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2002,7.4600029
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2003,7.7309151
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2004,6.7969332
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2005,6.4713383
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2006,6.8598614
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2007,6.2137766
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2008,6.1765032
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2009,6.0525637
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2010,5.8618612
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2011,5.9089832
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2012,5.6237354
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2013,6.19765
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2014,6.7603493
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2015,6.2282791
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2016,6.3399749
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2017,7.2021008
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2018,7.0547943
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2019,6.7981873
Faroe Islands,Microgrammes per cubic metre,FRO,Faroe Islands,2020,6.5165262
Latvia,Microgrammes per cubic metre,LVA,Latvia,2000,22.875254
Latvia,Microgrammes per cubic metre,LVA,Latvia,2001,21.079155
Latvia,Microgrammes per cubic metre,LVA,Latvia,2002,24.580246
Latvia,Microgrammes per cubic metre,LVA,Latvia,2003,21.316458
Latvia,Microgrammes per cubic metre,LVA,Latvia,2004,18.205128
Latvia,Microgrammes per cubic metre,LVA,Latvia,2005,18.55879
Latvia,Microgrammes per cubic metre,LVA,Latvia,2006,18.283237
Latvia,Microgrammes per cubic metre,LVA,Latvia,2007,16.133709
Latvia,Microgrammes per cubic metre,LVA,Latvia,2008,15.787732
Latvia,Microgrammes per cubic metre,LVA,Latvia,2009,16.233442
Latvia,Microgrammes per cubic metre,LVA,Latvia,2010,18.110674
Latvia,Microgrammes per cubic metre,LVA,Latvia,2011,15.875598
Latvia,Microgrammes per cubic metre,LVA,Latvia,2012,15.293883
Latvia,Microgrammes per cubic metre,LVA,Latvia,2013,15.750967
Latvia,Microgrammes per cubic metre,LVA,Latvia,2014,16.445446
Latvia,Microgrammes per cubic metre,LVA,Latvia,2015,13.971673
Latvia,Microgrammes per cubic metre,LVA,Latvia,2016,12.88871
Latvia,Microgrammes per cubic metre,LVA,Latvia,2017,11.91521
Latvia,Microgrammes per cubic metre,LVA,Latvia,2018,14.552382
Latvia,Microgrammes per cubic metre,LVA,Latvia,2019,12.787733
Latvia,Microgrammes per cubic metre,LVA,Latvia,2020,11.804874
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2000,22.228571
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2001,21.050383
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2002,22.00152
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2003,20.983192
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2004,21.895435
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2005,21.973873
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2006,23.983721
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2007,21.835869
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2008,21.286119
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2009,21.096767
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2010,17.140581
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2011,16.180447
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2012,17.510593
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2013,18.351612
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2014,16.771313
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2015,16.612196
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2016,16.010508
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2017,14.617534
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2018,16.310326
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2019,17.441183
Malaysia,Microgrammes per cubic metre,MYS,Malaysia,2020,15.884689
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2000,65.566429
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2001,62.843979
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2002,58.022198
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2003,77.748581
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2004,70.917831
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2005,72.604355
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2006,65.640076
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2007,69.039505
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2008,75.639023
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2009,66.205147
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2010,60.668667
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2011,64.137344
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2012,67.052216
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2013,65.054512
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2014,56.274433
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2015,67.951698
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2016,61.333687
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2017,58.322159
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2018,68.140068
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2019,56.851395
Bahrain,Microgrammes per cubic metre,BHR,Bahrain,2020,55.1745
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2000,9.9835634
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2001,9.357255
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2002,9.5415583
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2003,10.556633
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2004,8.4052105
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2005,8.518692
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2006,8.9019203
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2007,8.6850224
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2008,7.8294783
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2009,7.5874729
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2010,7.7956104
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2011,7.7657776
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2012,7.6272869
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2013,7.6079216
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2014,8.3351126
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2015,7.8172483
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2016,8.2604771
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2017,8.724268
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2018,8.9149494
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2019,8.6614876
Isle of Man,Microgrammes per cubic metre,IMN,Isle of Man,2020,8.5742054
Estonia,Microgrammes per cubic metre,EST,Estonia,2000,11.494995
Estonia,Microgrammes per cubic metre,EST,Estonia,2001,10.991089
Estonia,Microgrammes per cubic metre,EST,Estonia,2002,12.250771
Estonia,Microgrammes per cubic metre,EST,Estonia,2003,10.395294
Estonia,Microgrammes per cubic metre,EST,Estonia,2004,9.5769157
Estonia,Microgrammes per cubic metre,EST,Estonia,2005,9.3677778
Estonia,Microgrammes per cubic metre,EST,Estonia,2006,9.2704468
Estonia,Microgrammes per cubic metre,EST,Estonia,2007,8.197484
Estonia,Microgrammes per cubic metre,EST,Estonia,2008,8.0507813
Estonia,Microgrammes per cubic metre,EST,Estonia,2009,8.1165867
Estonia,Microgrammes per cubic metre,EST,Estonia,2010,8.9061794
Estonia,Microgrammes per cubic metre,EST,Estonia,2011,8.1146212
Estonia,Microgrammes per cubic metre,EST,Estonia,2012,7.8361201
Estonia,Microgrammes per cubic metre,EST,Estonia,2013,7.9405117
Estonia,Microgrammes per cubic metre,EST,Estonia,2014,8.5895863
Estonia,Microgrammes per cubic metre,EST,Estonia,2015,7.0886655
Estonia,Microgrammes per cubic metre,EST,Estonia,2016,6.797802
Estonia,Microgrammes per cubic metre,EST,Estonia,2017,6.0891633
Estonia,Microgrammes per cubic metre,EST,Estonia,2018,7.7227421
Estonia,Microgrammes per cubic metre,EST,Estonia,2019,6.8106108
Estonia,Microgrammes per cubic metre,EST,Estonia,2020,6.1253405
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2000,26.934196
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2001,26.323904
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2002,28.860201
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2003,31.454241
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2004,27.625675
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2005,27.326115
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2006,28.713703
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2007,25.114525
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2008,24.328865
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2009,25.290257
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2010,24.945635
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2011,28.005495
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2012,26.227747
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2013,23.959871
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2014,23.774944
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2015,23.416584
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2016,21.543522
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2017,21.939116
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2018,22.779703
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2019,18.97513
Montenegro,Microgrammes per cubic metre,MNE,Montenegro,2020,18.49371
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2000,26.174145
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2001,26.059229
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2002,27.241249
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2003,23.050436
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2004,21.740068
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2005,20.954165
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2006,19.59621
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2007,18.290476
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2008,17.309589
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2009,18.031601
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2010,18.835775
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2011,18.499762
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2012,17.745981
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2013,17.975037
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2014,17.565954
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2015,16.907875
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2016,15.456702
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2017,14.874847
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2018,16.281343
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2019,14.752547
Ukraine,Microgrammes per cubic metre,UKR,Ukraine,2020,14.140919
Belgium,Microgrammes per cubic metre,BEL,Belgium,2000,19.325674
Belgium,Microgrammes per cubic metre,BEL,Belgium,2001,17.864468
Belgium,Microgrammes per cubic metre,BEL,Belgium,2002,17.825905
Belgium,Microgrammes per cubic metre,BEL,Belgium,2003,20.108673
Belgium,Microgrammes per cubic metre,BEL,Belgium,2004,17.787374
Belgium,Microgrammes per cubic metre,BEL,Belgium,2005,17.291325
Belgium,Microgrammes per cubic metre,BEL,Belgium,2006,19.095118
Belgium,Microgrammes per cubic metre,BEL,Belgium,2007,17.101166
Belgium,Microgrammes per cubic metre,BEL,Belgium,2008,16.307077
Belgium,Microgrammes per cubic metre,BEL,Belgium,2009,16.567743
Belgium,Microgrammes per cubic metre,BEL,Belgium,2010,16.803555
Belgium,Microgrammes per cubic metre,BEL,Belgium,2011,16.204666
Belgium,Microgrammes per cubic metre,BEL,Belgium,2012,15.050716
